Name;IdName;FolderName;Type;ViewMode;RWin;DataOrg;bReciprocal;bSigned;bDelta;bPercent;bOriginal;bOriginalValues;Columns;Rows;Radix;Comment;Precision;SkipBytes;LineSkipBytes;Fieldvalues.Name;Fieldvalues.Unit;Fieldvalues.Factor;Fieldvalues.Offset;Fieldvalues.StartAddr;AxisX.Name;AxisX.IdName;AxisX.Unit;AxisX.Factor;AxisX.Offset;AxisX.Radix;AxisX.bBackwards;AxisX.bReciprocal;AxisX.bSigned;AxisX.Precision;AxisX.DataSrc;AxisX.DataHeader;AxisX.DataAddr;AxisX.DataOrg;AxisX.SignatureByte;AxisX.SkipBytes;AxisY.Name;AxisY.IdName;AxisY.Unit;AxisY.Factor;AxisY.Offset;AxisY.Radix;AxisY.bBackwards;AxisY.bReciprocal;AxisY.bSigned;AxisY.Precision;AxisY.DataSrc;AxisY.DataHeader;AxisY.DataAddr;AxisY.DataOrg;AxisY.SignatureByte;AxisY.SkipBytes
"Auswahlschalter fuer die Verwendung des Effektiven Befuellgrades bei der Berechnung des Ueberschneidungsmomentes; sonst wird der normale Befuellgrad verwendet (OPL_2831)";KhsSU_Mask_EnableAnlegenMitKal2_ko.Kal2AnlegegradEff;KhsApplUeberschnSchnell: ""Applikationsgrößen für die schnelle Überschneidung"";eZweidim;eViewText;eBars;eBitLoHi;0;0;0;0;0;0;1;1;10;;0;0;0;Umrechnungsregel fuer Auswahl des zu verwendenden Befuellgrades;;4;0;$18680;-;;-;1;0;16;1;0;0;-1;eDataSrcNone;0;$0;eByte;0x-1;0;-;;-;1;0;16;1;0;0;-1;eDataSrcNone;0;$0;eByte;0x-1;0
Auswahlschalter für das Offenmoment der gehenden Kupplung bei schneller Überschneidung;KhsSU_Mask_EnableAnlegenMitKal2_ko.MKupOffenGeh;KhsApplUeberschnSchnell: ""Applikationsgrößen für die schnelle Überschneidung"";eZweidim;eViewText;eBars;eBitLoHi;0;0;0;0;0;0;1;1;10;;0;0;0;;;2;0;$18680;-;;-;1;0;16;1;0;0;-1;eDataSrcNone;0;$0;eByte;0x-1;0;-;;-;1;0;16;1;0;0;-1;eDataSrcNone;0;$0;eByte;0x-1;0
Drehzahldelta um welches sich der Motor während der schnellen Überschneidung schon gelöst haben muss, damit nach Warten Synchron abgebrochen wird (frühestens nach KhsSU_TiMaxDeltaN_Abbruch_ko).;KhsSU_NDeltaMax_Abbruch_ko;KhsApplUeberschnSchnell: ""Applikationsgrößen für die schnelle Überschneidung"";eEinzel;eViewText;eBars;eHiLo;0;1;0;0;0;0;1;1;10;;0;0;0;Drehzahl;U/min;1;0;$1862E;-;;-;1;0;16;1;0;0;-1;eDataSrcNone;0;$0;eByte;0x-1;0;-;;-;1;0;16;1;0;0;-1;eDataSrcNone;0;$0;eByte;0x-1;0
Korrekturfaktor auf das aus der Gehenden herauszufahrende Moment, gangabhaengiger Einfluss und Temperaturkompensation (OPL_2567, OPL_2832);KhsSU_Prz_FaktAusGangTemp_kl.Standard;KhsApplUeberschnSchnell: ""Applikationsgrößen für die schnelle Überschneidung"";eZweidim;eViewText;eBars;eHiLo;0;1;0;0;0;0;3;6;10;;0;0;0;Prozentwert in 100/1024;%;0.09765625;-0;$18636;Temperatur;;°C;1;0;10;0;0;1;0;eRom;0;$18630;eHiLo;0x-1;0;Gänge Hochschaltung;NO_INPUT_QUANTITY;;1;1;10;0;0;0;0;eUserdefString;0;$0;eByte;0x-1;0
Korrekturfaktor auf das aus der Gehenden herauszufahrende Moment, gangabhaengiger Einfluss und Temperaturkompensation bei vorbefuellter Kupplung (OPL_2832);KhsSU_Prz_FaktAusGangTemp_kl.Vorbef;KhsApplUeberschnSchnell: ""Applikationsgrößen für die schnelle Überschneidung"";eZweidim;eViewText;eBars;eHiLo;0;1;0;0;0;0;3;6;10;;0;0;0;Prozentwert in 100/1024;%;0.09765625;-0;$1865A;Temperatur;;°C;1;0;10;0;0;1;0;eRom;0;$18630;eHiLo;0x-1;0;Gänge Hochschaltung;NO_INPUT_QUANTITY;;1;1;10;0;0;0;0;eUserdefString;0;$0;eByte;0x-1;0
Faktor, mit dem die Momenten-Reduzierung auf der Gehenden Kupplung schwächer vorgenommen wird, abhängig vom Motormoment und Motordrehzahl.;KhsSU_Prz_FaktAusNAnMMot_kf;KhsApplUeberschnSchnell: ""Applikationsgrößen für die schnelle Überschneidung"";eZweidim;eViewText;eBars;eHiLo;0;1;0;0;0;0;4;4;10;;0;0;0;Prozentwert in 100/1024;%;0.09765625;-0;$185D0;Drehzahl;;U/min;1;0;10;0;0;1;0;eRom;0;$185C8;eHiLo;0x-1;0;Motor/Kupplungsmoment;;Nm;0.05;-0;10;0;0;1;2;eRom;0;$185F0;eHiLo;0x-1;0
Faktor, mit dem die Momenten-Reduzierung auf der Gehenden Kupplung schwächer vorgenommen wird, wenn Schlupf auf der Kupplung ist.;KhsSU_Prz_FaktAusSchlupfGeh_kl;KhsApplUeberschnSchnell: ""Applikationsgrößen für die schnelle Überschneidung"";eEindim;eViewText;eBars;eHiLo;0;1;0;0;0;0;4;1;10;;0;0;0;Prozentwert in 100/1024;%;0.09765625;-0;$1860A;Drehzahl;;U/min;1;0;10;0;0;1;0;eRom;2;$18602;eHiLo;0xC800;0;-;;-;1;0;16;1;0;0;-1;eDataSrcNone;0;$0;eByte;0x1400;0
Faktor für kommende Kupplung für berechnetes Überschneidungsmoment;KhsSU_Prz_FaktGesamtKommend_ko;KhsApplUeberschnSchnell: ""Applikationsgrößen für die schnelle Überschneidung"";eEinzel;eViewText;eBars;eByte;0;0;0;0;0;0;1;1;10;;1;0;0;;%;0.78125;-0;$18681;-;;-;1;0;16;1;0;0;-1;eDataSrcNone;0;$0;eByte;0x-1;0;-;;-;1;0;16;1;0;0;-1;eDataSrcNone;0;$0;eByte;0x-1;0
Faktor, mit dem die kommende Kupplung über das Motormoment hinaus angesteuert werden kann.;KhsSU_Prz_FaktMKupUebMMot4Trag_kl;KhsApplUeberschnSchnell: ""Applikationsgrößen für die schnelle Überschneidung"";eEindim;eViewText;eBars;eHiLo;0;1;0;0;0;0;4;1;10;;0;0;0;Prozentwert in 100/1024;%;0.09765625;-0;$185C0;Prozentwert in 100/1024;;%;0.09765625;-0;10;0;0;1;0;eRom;0;$18598;eHiLo;0x-1;0;-;;-;1;0;16;1;0;0;-1;eDataSrcNone;0;$0;eByte;0x-1;0
Faktor mit dem die Momentenübertragung von der Gehenden auf die Kommende Kupplung bezüglich des Befüllgrades gesteuert wird.  Der Faktor kann für verschiedene (geschätzte) Tragfähigkeiten der Kommenden Kupplung gewichtet werden.;KhsSU_Prz_FaktRelTragfKom_kf;KhsApplUeberschnSchnell: ""Applikationsgrößen für die schnelle Überschneidung"";eZweidim;eViewText;eBars;eHiLo;0;1;0;0;0;0;4;4;10;;0;0;0;Prozentwert in 100/1024;%;0.09765625;-0;$185A0;Kennachse für Anlegegrad Kupplung;;;1;0;10;0;0;1;0;eRom;0;$18590;eHiLo;0x-1;0;Prozentwert in 100/1024;;%;0.09765625;-0;10;0;0;1;0;eRom;0;$18598;eHiLo;0x-1;0
Ersatzfaktor für die relative Tragfähigkeit der kommenden Kupplung, wenn der Drucksensor als NICHT MEHR vertrauenswürdig gesetzt ist.;KhsSU_Prz_P2P4MMot_ErsatzProz_ko;KhsApplUeberschnSchnell: ""Applikationsgrößen für die schnelle Überschneidung"";eEinzel;eViewText;eBars;eHiLo;0;1;0;0;0;0;1;1;10;;0;0;0;Prozentwert in 100/1024;%;0.09765625;-0;$1862C;-;;-;1;0;16;1;0;0;-1;eDataSrcNone;0;$0;eByte;0x-1;0;-;;-;1;0;16;1;0;0;-1;eDataSrcNone;0;$0;eByte;0x-1;0
"Wieviel Prozent des Drucks (M_Kup = M_Mot) werden bezüglich des Befüllgrades erwartet?; kann als Kennfeld für verschiedene Moment aufgespannt werden.";KhsSU_Prz_P2P4MMot_Norm_kf;KhsApplUeberschnSchnell: ""Applikationsgrößen für die schnelle Überschneidung"";eZweidim;eViewText;eBars;eHiLo;0;1;0;0;0;0;4;4;10;;0;0;0;Prozentwert in 100/1024;%;0.09765625;-0;$18570;Kennachse für Anlegegrad Kupplung;;;1;0;10;0;0;1;0;eRom;0;$18590;eHiLo;0x-1;0;Motor/Kupplungsmoment;;Nm;0.05;-0;10;0;0;1;2;eRom;0;$185F0;eHiLo;0x-1;0
Maximale Zeit in der schnellen Überschneidung ab der nach Warten Synchron abgebrochen wird wenn sich der Motor schon gelöst hat (KhsSU_NDeltaMax_Abbruch_ko).;KhsSU_TiMaxDeltaN_Abbruch_ko;KhsApplUeberschnSchnell: ""Applikationsgrößen für die schnelle Überschneidung"";eEinzel;eViewText;eBars;eByte;0;0;0;0;0;0;1;1;10;;0;0;0;ms bezogen auf 10ms Zeitscheibe;ms;10;-0;$18682;-;;-;1;0;16;1;0;0;-1;eDataSrcNone;0;$0;eByte;0x-1;0;-;;-;1;0;16;1;0;0;-1;eDataSrcNone;0;$0;eByte;0x-1;0
Schaltzeit für Amax Schaltungen (Gradientenregler) abhängig von MMotOE, wird in Abhängigkeit von Khs_Modus_TSchaltSchub_ko verwendet;KhsTSchaltAFzgMax_kl;KhsApplSchaltzeit: ""Applikationsparameter für die Schaltzeiten"";eZweidim;eViewText;eBars;eHiLo;0;1;0;0;0;0;5;6;10;;1;0;0;;ms;1;0;$18532;Motor/Kupplungsmoment;;Nm;0.05;-0;10;0;0;1;2;eRom;0;$1842E;eHiLo;0x-1;0;Gänge Hochschaltung;NO_INPUT_QUANTITY;;1;1;10;0;0;0;0;eUserdefString;0;$0;eByte;0x-1;0
Prozentuale Aenderung der Ueberschneidungszeit abhaengig von der Mechatroniktemperatur;KhsUeb_Fakt_Temp_kl;KhsApplUeberschneidung: ""Applikationsgrößen für die Überschneidung"";eEindim;eViewText;eBars;eHiLo;0;1;0;0;0;0;5;1;10;;0;0;0;;%;1;0;$186E6;Temperatur;;°C;1;0;10;0;0;1;0;eRom;0;$186DC;eHiLo;0x-1;0;-;;-;1;0;16;1;0;0;-1;eDataSrcNone;0;$0;eByte;0x-1;0
Momentenverteilung auf die gehende Kupplung während der Überschneidung;KhsUeb_FaktorGehend_kl.AMax;KhsApplUeberschneidung: ""Applikationsgrößen für die Überschneidung"";eEindim;eViewText;eBars;eHiLo;0;1;0;0;0;0;6;1;10;;1;0;0;Faktor 2^-10 in Prozent;%;0.09765625;-0;$186C4;Faktor 2^-10 in Prozent;;%;0.09765625;-0;10;0;0;1;1;eRom;0;$18694;eHiLo;0x-1;0;-;;-;1;0;16;1;0;0;-1;eDataSrcNone;0;$0;eByte;0x-1;0
Momentenverteilung auf die gehende Kupplung während der Überschneidung;KhsUeb_FaktorGehend_kl.EEK;KhsApplEek: ""Applikationsparameter für die Eek-Funktionalität"";eEindim;eViewText;eBars;eHiLo;0;1;0;0;0;0;6;1;10;;1;0;0;Faktor 2^-10 in Prozent;%;0.09765625;-0;$186D0;Faktor 2^-10 in Prozent;;%;0.09765625;-0;10;0;0;1;1;eRom;0;$18694;eHiLo;0x-1;0;-;;-;1;0;16;1;0;0;-1;eDataSrcNone;0;$0;eByte;0x-1;0
Momentenverteilung auf die gehende Kupplung während der Überschneidung;KhsUeb_FaktorGehend_kl.Eco;KhsApplUeberschneidung: ""Applikationsgrößen für die Überschneidung"";eEindim;eViewText;eBars;eHiLo;0;1;0;0;0;0;6;1;10;;1;0;0;Faktor 2^-10 in Prozent;%;0.09765625;-0;$186A0;Faktor 2^-10 in Prozent;;%;0.09765625;-0;10;0;0;1;1;eRom;0;$18694;eHiLo;0x-1;0;-;;-;1;0;16;1;0;0;-1;eDataSrcNone;0;$0;eByte;0x-1;0
Momentenverteilung auf die gehende Kupplung während der Überschneidung;KhsUeb_FaktorGehend_kl.Sport;KhsApplUeberschneidung: ""Applikationsgrößen für die Überschneidung"";eEindim;eViewText;eBars;eHiLo;0;1;0;0;0;0;6;1;10;;1;0;0;Faktor 2^-10 in Prozent;%;0.09765625;-0;$186AC;Faktor 2^-10 in Prozent;;%;0.09765625;-0;10;0;0;1;1;eRom;0;$18694;eHiLo;0x-1;0;-;;-;1;0;16;1;0;0;-1;eDataSrcNone;0;$0;eByte;0x-1;0
Momentenverteilung auf die gehende Kupplung während der Überschneidung;KhsUeb_FaktorGehend_kl.Tip;KhsApplUeberschneidung: ""Applikationsgrößen für die Überschneidung"";eEindim;eViewText;eBars;eHiLo;0;1;0;0;0;0;6;1;10;;1;0;0;Faktor 2^-10 in Prozent;%;0.09765625;-0;$186B8;Faktor 2^-10 in Prozent;;%;0.09765625;-0;10;0;0;1;1;eRom;0;$18694;eHiLo;0x-1;0;-;;-;1;0;16;1;0;0;-1;eDataSrcNone;0;$0;eByte;0x-1;0
Momentengradient zum Oeffnen der gehenden Kupplung am Ende der Ueberschneidung;KhsUeb_MKupGrad_Oeffnen_kf;KhsApplUeberschneidung: ""Applikationsgrößen für die Überschneidung"";eZweidim;eViewText;eBars;eHiLo;0;1;0;0;0;0;5;5;10;;2;0;0;Momenten-Gradient in Nm/10ms;Nm/10ms;0.05;-0;$1870E;Motor/Kupplungsmoment;;Nm;0.05;-0;10;0;0;1;2;eRom;0;$186FA;eHiLo;0x-1;0;Temperatur;;°C;1;0;10;0;0;1;0;eRom;0;$116D8;eHiLo;0x-1;0
Gibt an zu wieviel Prozent das “Kalt-Kennfeld“ in Berechnung mit einfliesst (OPL_2821);KhsUeb_Proz_Kalt_kl;KhsApplUeberschneidung: ""Applikationsgrößen für die Überschneidung"";eEindim;eViewText;eBars;eHiLo;0;1;0;0;0;0;5;1;10;;1;0;0;Auflösung 0.1%;%;0.1;-0;$186F0;Temperatur;;°C;1;0;10;0;0;1;0;eRom;0;$186DC;eHiLo;0x-1;0;-;;-;1;0;16;1;0;0;-1;eDataSrcNone;0;$0;eByte;0x-1;0
Maximale Momentenänderung an der kommenden Kupplung während der Überschneidung;Khs_DMKommendUeberMax_ko;KhsApplUeberschneidung: ""Applikationsgrößen für die Überschneidung"";eEinzel;eViewText;eBars;eHiLo;0;1;0;0;0;0;1;1;10;;0;0;0;Momenten-Gradient in Nm/sec;Nm/sec;5;-0;$1874A;-;;-;1;0;16;1;0;0;-1;eDataSrcNone;0;$0;eByte;0x-1;0;-;;-;1;0;16;1;0;0;-1;eDataSrcNone;0;$0;eByte;0x-1;0
Minimale Momentenänderung an der kommenden Kupplung während der Überschneidung;Khs_DMKommendUeberMin_ko;KhsApplUeberschneidung: ""Applikationsgrößen für die Überschneidung"";eEinzel;eViewText;eBars;eHiLo;0;1;0;0;0;0;1;1;10;;0;0;0;Momenten-Gradient in Nm/sec;Nm/sec;5;-0;$18748;-;;-;1;0;16;1;0;0;-1;eDataSrcNone;0;$0;eByte;0x-1;0;-;;-;1;0;16;1;0;0;-1;eDataSrcNone;0;$0;eByte;0x-1;0
Kennlinie fuer temperaturabhaengige Schaltzeitkorrektur;Khs_FaktSchaltzeitKorr_kl;KhsApplSchaltzeit: ""Applikationsparameter für die Schaltzeiten"";eEindim;eViewText;eBars;eHiLo;0;1;0;0;0;0;4;1;10;;0;0;0;;%;1;0;$18412;Temperatur;;°C;1;0;10;0;0;1;0;eRom;0;$1840A;eHiLo;0x-1;0;-;;-;1;0;16;1;0;0;-1;eDataSrcNone;0;$0;eByte;0x-1;0
Moment auf der gehenden Kupplung, ab dem die Überschneidung beendet wird;Khs_MGehendEndeUeb_ko;KhsApplUeberschneidung: ""Applikationsgrößen für die Überschneidung"";eEinzel;eViewText;eBars;eHiLo;0;1;0;0;0;0;1;1;10;;2;0;0;Motor/Kupplungsmoment;Nm;0.05;-0;$1874C;-;;-;1;0;16;1;0;0;-1;eDataSrcNone;0;$0;eByte;0x-1;0;-;;-;1;0;16;1;0;0;-1;eDataSrcNone;0;$0;eByte;0x-1;0
Mindestgradient für die Rampe beim Öffnen der gehenden Kupplung nach der Überschneidung;Khs_MGradMin_ko;KhsApplUeberschneidung: ""Applikationsgrößen für die Überschneidung"";eEinzel;eViewText;eBars;eHiLo;0;1;0;0;0;0;1;1;10;;0;0;0;Momenten-Gradient in Nm/sec;Nm/sec;5;-0;$18744;-;;-;1;0;16;1;0;0;-1;eDataSrcNone;0;$0;eByte;0x-1;0;-;;-;1;0;16;1;0;0;-1;eDataSrcNone;0;$0;eByte;0x-1;0
Differenzmoment der Kupplungen, unterhalb dem die Ueberschneidung beschleunigt wird;Khs_MUeberGrenz_ko;KhsApplUeberschneidung: ""Applikationsgrößen für die Überschneidung"";eEinzel;eViewText;eBars;eHiLo;0;1;0;0;0;0;1;1;10;;2;0;0;Motor/Kupplungsmoment;Nm;0.05;-0;$18746;-;;-;1;0;16;1;0;0;-1;eDataSrcNone;0;$0;eByte;0x-1;0;-;;-;1;0;16;1;0;0;-1;eDataSrcNone;0;$0;eByte;0x-1;0
Modus für die Unterscheidung Schub/Zug bei der Schaltzeitbestimmung;Khs_Modus_TSchaltSchub_ko;KhsApplSchaltzeit: ""Applikationsparameter für die Schaltzeiten"";eEinzel;eViewText;eBars;eByte;0;0;0;0;0;0;1;1;10;;1;0;0;Modus fuer die Unterscheidung Schub/Zug bei der Schaltzeitbestimmung;;1;0;$1856E;-;;-;1;0;16;1;0;0;-1;eDataSrcNone;0;$0;eByte;0x-1;0;-;;-;1;0;16;1;0;0;-1;eDataSrcNone;0;$0;eByte;0x-1;0
Schaltzeiten in D (Eco) im Schub, wird in Abhängigkeit von Khs_Modus_TSchaltSchub_ko verwendet;Khs_TiSchaltNDiff_EcoSchub_kl;KhsApplSchaltzeit: ""Applikationsparameter für die Schaltzeiten"";eZweidim;eViewText;eBars;eHiLo;0;1;0;0;0;0;5;6;10;;1;0;0;;ms;1;0;$1819E;Drehzahl;;U/min;1;0;10;0;0;1;0;eRom;0;$18158;eHiLo;0x-1;0;Gänge Hochschaltung;Khs.GangLetzt;;1;1;10;0;0;0;0;eUserdefString;0;$0;eByte;0x-1;0
Schaltzeiten in D (Eco);Khs_TiSchaltNDiff_Eco_kl;KhsApplSchaltzeit: ""Applikationsparameter für die Schaltzeiten"";eZweidim;eViewText;eBars;eHiLo;0;1;0;0;0;0;5;6;10;;1;0;0;;ms;1;0;$18162;Drehzahl;;U/min;1;0;10;0;0;1;0;eRom;0;$18158;eHiLo;0x-1;0;Gänge Hochschaltung;Khs.GangLetzt;;1;1;10;0;0;0;0;eUserdefString;0;$0;eByte;0x-1;0
Schaltzeiten in D (Eco) bei RoughRoad;Khs_TiSchaltNDiff_Rrd_kl;KhsApplSchaltzeit: ""Applikationsparameter für die Schaltzeiten"";eZweidim;eViewText;eBars;eHiLo;0;1;0;0;0;0;5;6;10;;1;0;0;;ms;1;0;$182CA;Drehzahl;;U/min;1;0;10;0;0;1;0;eRom;0;$18158;eHiLo;0x-1;0;Gänge Hochschaltung;Khs.GangLetzt;;1;1;10;0;0;0;0;eUserdefString;0;$0;eByte;0x-1;0
Schaltzeiten in S (Sport) im Schub, wird in Abhängigkeit von Khs_Modus_TSchaltSchub_ko verwendet;Khs_TiSchaltNDiff_SportSchub_kl;KhsApplSchaltzeit: ""Applikationsparameter für die Schaltzeiten"";eZweidim;eViewText;eBars;eHiLo;0;1;0;0;0;0;5;6;10;;1;0;0;;ms;1;0;$18216;Drehzahl;;U/min;1;0;10;0;0;1;0;eRom;0;$18158;eHiLo;0x-1;0;Gänge Hochschaltung;Khs.GangLetzt;;1;1;10;0;0;0;0;eUserdefString;0;$0;eByte;0x-1;0
Schaltzeiten in S (Sport);Khs_TiSchaltNDiff_Sport_kl;KhsApplSchaltzeit: ""Applikationsparameter für die Schaltzeiten"";eZweidim;eViewText;eBars;eHiLo;0;1;0;0;0;0;5;6;10;;1;0;0;;ms;1;0;$181DA;Drehzahl;;U/min;1;0;10;0;0;1;0;eRom;0;$18158;eHiLo;0x-1;0;Gänge Hochschaltung;Khs.GangLetzt;;1;1;10;0;0;0;0;eUserdefString;0;$0;eByte;0x-1;0
Schaltzeiten in Tiptronic im Schub, wird in Abhängigkeit von Khs_Modus_TSchaltSchub_ko verwendet;Khs_TiSchaltNDiff_TipSchub_kl;KhsApplSchaltzeit: ""Applikationsparameter für die Schaltzeiten"";eZweidim;eViewText;eBars;eHiLo;0;1;0;0;0;0;5;6;10;;1;0;0;;ms;1;0;$1828E;Drehzahl;;U/min;1;0;10;0;0;1;0;eRom;0;$18158;eHiLo;0x-1;0;Gänge Hochschaltung;Khs.GangLetzt;;1;1;10;0;0;0;0;eUserdefString;0;$0;eByte;0x-1;0
Schaltzeiten in Tiptronic;Khs_TiSchaltNDiff_Tip_kl;KhsApplSchaltzeit: ""Applikationsparameter für die Schaltzeiten"";eZweidim;eViewText;eBars;eHiLo;0;1;0;0;0;0;5;6;10;;1;0;0;;ms;1;0;$18252;Drehzahl;;U/min;1;0;10;0;0;1;0;eRom;0;$18158;eHiLo;0x-1;0;Gänge Hochschaltung;Khs.GangLetzt;;1;1;10;0;0;0;0;eUserdefString;0;$0;eByte;0x-1;0
per Applikation begrenzbarer Zustellgradient fuer Kup1;KhsdMRampeSchnelleUe_ko[K1];KhsApplUeberschneidung: ""Applikationsgrößen für die Überschneidung"";eEinzel;eViewText;eBars;eHiLo;0;1;0;0;0;0;1;1;10;;2;0;0;Momenten-Gradient in Nm/10ms;Nm/10ms;0.05;-0;$18740;-;;-;1;0;16;1;0;0;-1;eDataSrcNone;0;$0;eByte;0x-1;0;-;;-;1;0;16;1;0;0;-1;eDataSrcNone;0;$0;eByte;0x-1;0
per Applikation begrenzbarer Zustellgradient fuer Kup2;KhsdMRampeSchnelleUe_ko[K2];KhsApplUeberschneidung: ""Applikationsgrößen für die Überschneidung"";eEinzel;eViewText;eBars;eHiLo;0;1;0;0;0;0;1;1;10;;2;0;0;Momenten-Gradient in Nm/10ms;Nm/10ms;0.05;-0;$18742;-;;-;1;0;16;1;0;0;-1;eDataSrcNone;0;$0;eByte;0x-1;0;-;;-;1;0;16;1;0;0;-1;eDataSrcNone;0;$0;eByte;0x-1;0
Interpolationskurve wenn MP_INTERPOLATION_NICHT_LINEAR = 1;MP_INTERPOL_KURVE;DSP_MP: ""Motorschutz über Temperatur mit MPSLTAB"";eEindim;eViewText;eBars;eByte;0;0;0;0;0;0;17;1;10;;2;0;0;;;1;0;$9832;MP_INTERPOL_KURVE_X_AXIS.CONVERSION;;;1;0;10;0;0;0;2;eDataSrcNone;0;$0;eByte;0x-1;0;-;;-;1;0;16;1;0;0;-1;eDataSrcNone;0;$0;eByte;0x-1;0
Modusbyte zum Synchronisieren der Signalkanäle;Sgn_ModusSynchron_ko;SGN_Parameter: ""Parameter des Signalgenerators"";eEinzel;eViewText;eBars;eByte;0;0;0;0;0;0;1;1;10;;1;0;0;;;1;0;$5C1E;-;;-;1;0;16;1;0;0;-1;eDataSrcNone;0;$0;eByte;0x-1;0;-;;-;1;0;16;1;0;0;-1;eDataSrcNone;0;$0;eByte;0x-1;0
Auswahl der Signalform;Sgn_Signalform_ko_2;SGN_Parameter: ""Parameter des Signalgenerators"";eEinzel;eViewText;eBars;eByte;0;0;0;0;0;0;1;1;10;;3;0;0;Signalgeneratortypen;;1;0;$5C1B;-;;-;1;0;16;1;0;0;-1;eDataSrcNone;0;$0;eByte;0x-1;0;-;;-;1;0;16;1;0;0;-1;eDataSrcNone;0;$0;eByte;0x-1;0
Auswahl der Signalform;Sgn_Signalform_ko_3;SGN_Parameter: ""Parameter des Signalgenerators"";eEinzel;eViewText;eBars;eByte;0;0;0;0;0;0;1;1;10;;3;0;0;Signalgeneratortypen;;1;0;$5C1C;-;;-;1;0;16;1;0;0;-1;eDataSrcNone;0;$0;eByte;0x-1;0;-;;-;1;0;16;1;0;0;-1;eDataSrcNone;0;$0;eByte;0x-1;0
Auswahl der Signalform;Sgn_Signalform_ko_4;SGN_Parameter: ""Parameter des Signalgenerators"";eEinzel;eViewText;eBars;eByte;0;0;0;0;0;0;1;1;10;;3;0;0;Signalgeneratortypen;;1;0;$5C1D;-;;-;1;0;16;1;0;0;-1;eDataSrcNone;0;$0;eByte;0x-1;0;-;;-;1;0;16;1;0;0;-1;eDataSrcNone;0;$0;eByte;0x-1;0
TG-Solldruck in Abhaengigkeit der Temperatur fuer Kupplungsmoment oberhalb Schwelle (OPL_2916);Tds_PTg_UeberSchwelle_kl;TDS_Parameter: ""Parameter Teilgetriebedrucksteuerung"";eEindim;eViewText;eBars;eHiLo;0;1;0;0;0;0;6;1;10;;2;0;0;Druck;bar;0.01;-0;$5C20;Temperatur;;°C;1;0;10;0;0;1;0;eRom;0;$5C38;eHiLo;0x-1;0;-;;-;1;0;16;1;0;0;-1;eDataSrcNone;0;$0;eByte;0x-1;0
Zu sperrende Gänge bei Hochaltverhinderung;Fsi_MaskFehKeineHochschaltung_ko;FSI_Parameter: """";eEinzel;eViewText;eBars;eHiLo;0;0;0;0;0;0;1;1;10;;2;0;0;;;1;0;$5C58;-;;-;1;0;16;1;0;0;-1;eDataSrcNone;0;$0;eByte;0x-1;0;-;;-;1;0;16;1;0;0;-1;eDataSrcNone;0;$0;eByte;0x-1;0
manuelle Vorgabe des Sollgangs;Ges_ManVorgabe_GangSoll_ko;Manuell: """";eEinzel;eViewText;eBars;eByte;0;0;0;0;0;0;1;1;10;;1;0;0;;;1;0;$5C5A;-;;-;1;0;16;1;0;0;-1;eDataSrcNone;0;$0;eByte;0x-1;0;-;;-;1;0;16;1;0;0;-1;eDataSrcNone;0;$0;eByte;0x-1;0
manuelle Vorgabe des Vorgabegangs;Ges_ManVorgabe_GangVowahl_ko;Manuell: """";eEinzel;eViewText;eBars;eByte;0;0;0;0;0;0;1;1;10;;1;0;0;;;1;0;$5C5B;-;;-;1;0;16;1;0;0;-1;eDataSrcNone;0;$0;eByte;0x-1;0;-;;-;1;0;16;1;0;0;-1;eDataSrcNone;0;$0;eByte;0x-1;0
Maximal zulässige Motordrehzahl für manuelle Gangvorgabe;Ges_ManVorgabe_NMotorMax_ko;Manuell: """";eEinzel;eViewText;eBars;eHiLo;0;1;0;0;0;0;1;1;10;;0;0;0;Drehzahl;U/min;1;0;$5C5C;-;;-;1;0;16;1;0;0;-1;eDataSrcNone;0;$0;eByte;0x-1;0;-;;-;1;0;16;1;0;0;-1;eDataSrcNone;0;$0;eByte;0x-1;0
Modus zum Bestimmen der Gangberechnung im Notfahren;Ges_Modus_GangNot_ko;Ges_Parameter: """";eEinzel;eViewText;eBars;eByte;0;0;0;0;0;0;1;1;10;;1;0;0;;;1;0;$5C5E;-;;-;1;0;16;1;0;0;-1;eDataSrcNone;0;$0;eByte;0x-1;0;-;;-;1;0;16;1;0;0;-1;eDataSrcNone;0;$0;eByte;0x-1;0
Drehzahloffset auf Eingangswellendrehzahl für Sollmotordrehzahl im Schub (Mikroschlupf);Kas_NEwOfs_Schub_ko;KasApp_Solldrehzahlgenerierung: ""Applikationsparameter Solldrehzahlgenerierung"";eEinzel;eViewText;eBars;eHiLo;0;1;0;0;0;0;1;1;10;;0;0;0;Drehzahl;U/min;1;0;$5C60;-;;-;1;0;16;1;0;0;-1;eDataSrcNone;0;$0;eByte;0x-1;0;-;;-;1;0;16;1;0;0;-1;eDataSrcNone;0;$0;eByte;0x-1;0
Drehzahl auf Eingangswelle im Zug (Mikroschlupf);Kas_NEwOfs_Zug_ko;KasApp_Solldrehzahlgenerierung: ""Applikationsparameter Solldrehzahlgenerierung"";eEinzel;eViewText;eBars;eHiLo;0;1;0;0;0;0;1;1;10;;0;0;0;Drehzahl;U/min;1;0;$5C66;-;;-;1;0;16;1;0;0;-1;eDataSrcNone;0;$0;eByte;0x-1;0;-;;-;1;0;16;1;0;0;-1;eDataSrcNone;0;$0;eByte;0x-1;0
